Material,SiO2,TiO2,Al2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O3,V2O5,ZnO,Fe,Ni,Co,S
WR,47.15,1.23,16.94,3.79,,4.52,,,0.15,6.13,13.36,,2.84,0.36,0.12,,,,1.11,0.68,,,,,,,,,
WR,49.7,1.27,16.93,,9.68,,,,0.17,7.9,12.09,,2.62,0.29,0.13,,2.6,,,,,,,,,,142,40,
WR,47.56,1.25,16.97,3.23,,5.99,,,0.16,7.3,13.02,,2.7,0.26,0.12,,,,0.78,0.16,,,,,,,,,
WR,48.65,1.25,16.43,3.4,,5.35,,,0.15,7.65,12.14,,2.77,0.32,0.12,,,,1.16,0.43,,,,,,,,,
WR,49.27,1.29,16.3,3.85,,4.72,8.18,,0.14,7.66,11.48,,2.75,0.23,0.08,,,2.28,,,,,,,,,,,0.02
GL,50.88,1.41,16.4,,,,8.79,,,7.89,11.71,,2.82,0.11,0.13,,,,,,,,,,,,,,
GL,49.65,1.36,15.96,,,,8.71,,0.16,8.17,11.6,,2.51,0.11,0.14,,,,,,,,,,,,,,1094
GL,50.43,1.37,15.94,,,,8.73,,0.17,8.34,11.38,,2.63,0.11,0.13,,,,,,,,,,,,,,1047
WR,48.31,1.23,16.41,4.22,,4.54,,,0.13,6.87,12.52,,2.84,0.28,0.12,,,,1.62,0.75,,,,,,,,,
WR,47.38,1.23,17.69,4.08,,3.78,,,0.13,5.58,13.39,,2.84,0.36,0.13,,,,1.59,0.69,,,,,,,,,
GL,50.43,1.37,16.17,,,,8.81,,,7.86,11.66,,2.78,0.11,0.12,,,,,,,,,,,,,,
WR,49.7,1.29,16.7,,9.23,,,,0.17,7.7,11.98,,2.73,0.21,0.13,,3,,,,,,,,,,142,39,
GL,50.97,1.39,16.28,,,,8.77,,0.17,8.39,11.54,,2.25,0.11,0.13,,,,,,,,,,,,,,1092
WR,48.06,1.39,16.46,2.75,,6.3,,,0.13,8.9,11.39,,2.77,0.26,0.1,,,,0.52,1.14,,,,,,,,,
WR,48.9,1.19,17.08,,8.95,,,,,8.7,12.24,,,0.25,,,2.4,,,,,,,,,,189,41,
GL,50.47,1.34,16.34,,,,8.65,,,7.71,11.6,,2.86,0.1,0.16,,,,,,,,,,,,,,
GL,49.24,1.37,15.97,,,,8.58,,0.16,8.06,11.47,,2.46,0.1,0.11,,,,,,,,,,,,,,1129
GL,50.49,1.33,16.25,,,,8.72,,,7.91,11.5,,2.84,0.11,0.16,,,,,,,,,,,,,,
WR,48.99,1.23,16.69,3.65,,4.68,7.96,,0.14,7.6,11.66,,2.79,0.24,0.09,,,2.47,,,,,,,,,,,0.02
GL,50.33,1.36,16.43,,,,8.72,,,7.93,11.71,,2.81,0.11,0.14,,,,,,,,,,,,,,
WR,48.26,1.35,16.47,3.64,,4.69,,,0.11,7.39,11.45,,2.84,0.33,0.09,,,,1.36,1.28,,,,,,,,,
GL,50.96,1.55,15.1,,,,9.84,,,7.37,11.72,,2.76,0.1,0.14,,,,,,,,,,,,,,
WR,49.8,1.29,16.93,,9.47,4.64,,,0.15,7.6,12.11,,2.69,0.25,0.11,,2.3,,,,,,,,,,121,40,
WR,48.92,1.27,16.42,4.02,,5.1,,,0.14,7.17,11.48,,2.9,0.25,0.12,,,,1.14,0.54,,,,,,,,,
GL,50.37,1.38,15.94,,,,8.74,,0.17,8.29,11.49,,2.64,0.11,0.13,,,,,,,,,,,,,,1016
GL,50.79,1.35,15.94,,,,8.74,,0.18,8.33,11.49,,2.58,0.11,0.13,,,,,,,,,,,,,,1054
GL,50.52,1.51,14.99,,,,9.71,,0.19,7.64,11.46,,2.51,0.1,0.13,,,,,,,,,,,,,,1218
WR,49.17,1.25,17.29,4.33,,4.19,8.09,,0.13,6.42,12.07,,2.77,0.2,0.09,,,2.86,,,,,,,,,,,0.02
WR,49.2,1.29,16.68,,9.29,,,,0.15,7.3,11.96,,2.72,0.21,0.11,,2.5,,,,,,,,,,128,41,
GL,50.77,1.55,15.32,,,,9.91,,,7.35,11.56,,2.71,0.1,0.14,,,,,,,,,,,,,,
GL,51,1.53,15.3,,,,9.78,,,7.32,11.61,,2.72,0.1,0.17,,,,,,,,,,,,,,
WR,49.81,1.3,16.52,3.92,,5.02,8.55,,0.17,7.21,11.76,,2.72,0.23,0.09,,,2.1,,,,,,,,,,,0.01
WR,47.21,1.36,16.07,4.12,,5.62,,,0.17,7.7,11.48,,2.7,0.33,0.11,,,,1.17,1.17,,,,,,,,,
GL,51.24,1.46,15.13,,,,10.01,,,7.46,11.68,,2.65,0.11,0.14,,,,,,,,,,,,,,
WR,48.72,1.19,16.51,3.82,,5.15,,,0.14,7.01,12.07,,2.96,0.26,0.11,,,,0.93,0.51,,,,,,,,,
WR,49.1,1.29,16.58,,9.68,5.23,,,0.16,7.9,12.07,,2.65,0.23,0.12,,2,,,,,,,,,,134,41,
GL,51.48,1.53,15.11,,,,9.88,,,7.55,11.66,,2.69,0.1,0.17,,,,,,,,,,,,,,
GL,50.65,1.53,15.08,,,,9.63,,0.2,7.74,11.48,,2.53,0.1,0.13,,,,,,,,,,,,,,1304
WR,49.7,1.29,16.71,,9.49,,,,0.15,7.4,11.99,,2.65,0.13,0.11,,2.2,,,,,,,,,,109,40,
WR,48.77,1.27,15.66,4.03,,5.41,,,0.13,7.18,11.92,,2.9,0.22,0.12,,,,0.94,0.88,,,,,,,,,
WR,49.3,1.29,16.21,4.43,,4.68,8.68,,0.17,6.86,11.69,,2.68,0.25,0.15,,,2.52,,,,,,,,,,,0.03
GL,51.45,1.55,15.01,,,,9.99,,,7.6,11.65,,2.69,0.12,0.18,,,,,,,,,,,,,,
GL,50.79,1.45,15.48,,,,9.27,,,8.07,11.56,,2.61,0.1,0.11,,,,,,,,,,,,,,
GL,50.91,1.37,15.59,,,,9.26,,,7.97,11.49,,2.62,0.1,0.13,,,,,,,,,,,,,,
GL,50.91,1.41,15.49,,,,9.41,,,8.09,11.69,,2.58,0.1,0.13,,,,,,,,,,,,,,
GL,51.05,1.39,15.82,,,,9.37,,,8,11.67,,2.57,0.1,0.1,,,,,,,,,,,,,,
GL,51,1.36,15.54,,,,9.22,,,8.1,11.52,,2.62,0.1,0.1,,,,,,,,,,,,,,
GL,50.82,1.42,15.79,,,,9.17,,,8.04,11.53,,2.64,0.12,0.13,,,,,,,,,,,,,,
GL,50.7,1.41,15.79,,,,9.15,,,7.99,11.5,,2.58,0.13,0.13,,,,,,,,,,,,,,
GL,50.91,1.43,15.53,,,,9.29,,,8.09,11.5,,2.62,0.08,0.14,,,,,,,,,,,,,,
GL,50.51,1.39,15.43,,,,9.28,,,8.1,11.66,,2.59,0.09,0.13,,,,,,,,,,,,,,
GL,51.16,1.39,15.51,,,,9.3,,,8.08,11.52,,2.68,0.1,0.14,,,,,,,,,,,,,,
GL,50.44,1.41,15.63,,,,9.23,,,7.84,11.51,,2.56,0.11,0.12,,,,,,,,,,,,,,
GL,50.94,1.45,15.77,,,,9.12,,,8.02,11.54,,2.62,0.11,0.15,,,,,,,,,,,,,,
GL,50.65,1.38,15.74,,,,9.3,,,8,11.48,,2.62,0.12,0.12,,,,,,,,,,,,,,
GL,50.94,1.41,15.71,,,,9.06,,,7.97,11.51,,2.6,0.11,0.13,,,,,,,,,,,,,,
GL,51.03,1.39,15.58,,,,9.24,,,7.99,11.55,,2.57,0.12,0.14,,,,,,,,,,,,,,
GL,51.06,1.41,15.69,,,,9.05,,,8.04,11.5,,2.64,0.1,0.11,,,,,,,,,,,,,,
GL,50.65,1.39,15.5,,,,9.19,,,8.09,11.54,,2.56,0.11,0.13,,,,,,,,,,,,,,
GL,51.32,1.37,15.66,,,,9.25,,,8.04,11.68,,2.62,0.12,0.13,,,,,,,,,,,,,,
GL,50.55,1.43,15.88,,,,9.23,,,8.11,11.61,,2.62,0.11,0.13,,,,,,,,,,,,,,
GL,51.04,1.42,15.92,,,,9.24,,,8.07,11.66,,2.58,0.11,0.13,,,,,,,,,,,,,,
GL,50.79,1.38,15.84,,,,9.17,,,8.05,11.71,,2.61,0.11,0.12,,,,,,,,,,,,,,
GL,50.57,1.38,15.63,,,,9.21,,,8.13,11.68,,2.65,0.11,0.12,,,,,,,,,,,,,,
GL,50.65,1.4,15.78,,,,9.33,,,8.06,11.69,,2.64,0.1,0.14,,,,,,,,,,,,,,
GL,50.52,1.39,15.68,,,,9.21,,,8.06,11.61,,2.6,0.11,0.12,,,,,,,,,,,,,,
GL,51.19,1.39,15.72,,,,9.08,,,7.96,11.6,,2.65,0.11,0.12,,,,,,,,,,,,,,
GL,50.79,1.33,15.9,,,,9.27,,,8.21,11.7,,2.6,0.1,0.13,,,,,,,,,,,,,,
GL,51.24,1.36,15.75,,,,9.35,,,8.1,11.76,,2.59,0.09,0.12,,,,,,,,,,,,,,
GL,51.65,1.82,13.18,,,,11.26,,,6.54,12.39,,2.59,0.14,0.16,,,,,,,,,,,,,,
GL,50.51,1.35,15.73,,,,9.31,,,8.02,11.58,,2.64,0.09,0.13,,,,,,,,,,,,,,
GL,51.22,1.39,15.61,,,,9.28,,,8.05,11.74,,2.61,0.11,0.12,,,,,,,,,,,,,,
GL,50.98,1.4,15.6,,,,9.12,,,7.97,11.61,,2.62,0.1,0.1,,,,,,,,,,,,,,
GL,50.99,1.44,15.62,,,,9.24,,,8.15,11.7,,2.62,0.11,0.12,,,,,,,,,,,,,,
GL,50.57,1.4,15.59,,,,9.35,,,8.09,11.7,,2.68,0.11,0.12,,,,,,,,,,,,,,
GL,50.91,1.39,15.55,,,,9.29,,,7.94,11.75,,2.59,0.09,0.13,,,,,,,,,,,,,,
GL,51.11,1.48,15.59,,,,9.54,,,7.95,11.39,,2.7,0.11,0.15,,,,,,,,,,,,,,
GL,51.06,1.36,15.62,,,,9.32,,,8.08,11.77,,2.66,0.1,0.17,,,,,,,,,,,,,,
GL,50.44,1.5,15.54,,,,9.52,,,7.75,11.28,,2.64,0.12,0.14,,,,,,,,,,,,,,
GL,50.98,1.53,15.6,,,,9.7,,,7.81,11.39,,2.76,0.1,0.14,,,,,,,,,,,,,,
GL,50.78,1.43,15.66,,,,9.29,,,8.04,11.53,,2.62,0.11,0.13,,,,,,,,,,,,,,
GL,50.67,1.54,15.3,,,,9.64,,,7.64,11.26,,2.67,0.11,0.13,,,,,,,,,,,,,,
GL,50.97,1.55,15.67,,,,9.69,,,7.88,11.48,,2.72,0.1,0.14,,,,,,,,,,,,,,
GL,51.26,1.49,15.38,,,,9.51,,,7.99,11.28,,2.67,0.12,0.16,,,,,,,,,,,,,,
GL,51.09,1.57,15.67,,,,9.57,,,7.67,11.31,,2.68,0.12,0.11,,,,,,,,,,,,,,
GL,50.99,1.52,15.34,,,,9.72,,,7.79,11.29,,2.75,0.11,0.14,,,,,,,,,,,,,,
GL,50.34,1.51,15.2,,,,9.5,,,7.83,11.36,,2.68,0.1,0.15,,,,,,,,,,,,,,
GL,50.33,1.55,15.14,,,,9.47,,,7.72,11.29,,2.66,0.1,0.15,,,,,,,,,,,,,,
GL,50.02,1.5,15.34,,,,9.6,,,7.77,11.35,,2.69,0.11,0.14,,,,,,,,,,,,,,
GL,50.66,1.48,15.34,,,,9.62,,,7.79,11.24,,2.7,0.12,0.15,,,,,,,,,,,,,,
GL,50.36,1.53,15.3,,,,9.72,,,7.56,11.32,,2.74,0.11,0.14,,,,,,,,,,,,,,
GL,50.3,1.49,15.21,,,,9.51,,,7.73,11.3,,2.72,0.11,0.13,,,,,,,,,,,,,,
GL,51.01,1.56,15.55,,,,9.55,,,7.92,11.47,,2.76,0.13,0.14,,,,,,,,,,,,,,
GL,51.51,1.52,15.79,,,,9.63,,,7.77,11.43,,2.79,0.12,0.14,,,,,,,,,,,,,,
GL,50.47,1.55,15.45,,,,9.53,,,7.76,11.26,,2.71,0.14,0.16,,,,,,,,,,,,,,
GL,50.91,1.55,15.51,,,,9.55,,,7.91,11.53,,2.77,0.12,0.13,,,,,,,,,,,,,,
GL,51.22,1.56,15.71,,,,9.55,,,7.79,11.51,,2.79,0.11,0.14,,,,,,,,,,,,,,
GL,51.09,1.6,15.48,,,,9.67,,,7.65,11.51,,2.82,0.12,0.14,,,,,,,,,,,,,,
GL,51.18,1.54,15.58,,,,9.53,,,7.79,11.4,,2.78,0.13,0.14,,,,,,,,,,,,,,
GL,50.89,1.53,15.34,,,,9.44,,,7.75,11.3,,2.71,0.12,0.14,,,,,,,,,,,,,,
GL,51.04,1.6,15.55,,,,9.56,,,7.8,11.43,,2.74,0.12,0.13,,,,,,,,,,,,,,
GL,50.59,1.6,15.59,,,,9.56,,,7.82,11.51,,2.78,0.12,0.13,,,,,,,,,,,,,,
GL,51.28,1.56,15.65,,,,9.6,,,7.77,11.46,,2.77,0.11,0.15,,,,,,,,,,,,,,
GL,50.81,1.56,15.58,,,,9.65,,,7.78,11.33,,2.73,0.12,0.15,,,,,,,,,,,,,,
GL,50.94,1.48,15.59,,,,9.66,,,7.98,11.38,,2.78,0.1,0.14,,,,,,,,,,,,,,
GL,51.03,1.5,15.39,,,,9.63,,,7.88,11.45,,2.68,0.11,0.14,,,,,,,,,,,,,,
GL,51.01,1.51,15.31,,,,9.49,,,7.95,11.38,,2.69,0.12,0.15,,,,,,,,,,,,,,
GL,50.49,1.5,15.24,,,,9.53,,,7.89,11.29,,2.72,0.09,0.14,,,,,,,,,,,,,,
GL,50.92,1.48,15.36,,,,9.55,,,7.89,11.47,,2.7,0.1,0.15,,,,,,,,,,,,,,
GL,50.71,1.5,15.4,,,,9.34,,,7.71,11.37,,2.73,0.11,0.12,,,,,,,,,,,,,,
GL,50.52,1.49,15.42,,,,9.63,,,7.88,11.46,,2.87,0.11,0.15,,,,,,,,,,,,,,
GL,50.37,1.51,15.35,,,,9.58,,,7.72,11.44,,2.76,0.11,0.13,,,,,,,,,,,,,,
GL,50.69,1.51,15.64,,,,9.63,,,8,11.46,,2.71,0.11,0.16,,,,,,,,,,,,,,
GL,50.98,1.52,15.2,,,,9.5,,,7.92,11.45,,2.67,0.1,0.14,,,,,,,,,,,,,,
GL,50.74,1.51,15.38,,,,9.29,,,7.86,11.3,,2.74,0.11,0.12,,,,,,,,,,,,,,
GL,50.51,1.54,15.36,,,,9.55,,,7.64,11.35,,2.75,0.11,0.13,,,,,,,,,,,,,,
GL,50.8,1.51,15.43,,,,9.67,,,7.91,11.4,,2.76,0.11,0.12,,,,,,,,,,,,,,
GL,50.35,1.52,15.29,,,,9.4,,,7.81,11.41,,2.72,0.11,0.12,,,,,,,,,,,,,,
GL,50.3,1.66,15.52,,,,9.76,,,7.51,11,,2.89,0.1,0.17,,,,,,,,,,,,,,
GL,50.24,1.63,15.38,,,,9.93,,,7.4,11.1,,2.99,0.12,0.18,,,,,,,,,,,,,,
GL,50.56,1.67,15.64,,,,9.84,,,7.56,11.03,,2.89,0.15,0.17,,,,,,,,,,,,,,
GL,50.14,1.64,15.6,,,,9.9,,,7.4,10.95,,3.04,0.12,0.14,,,,,,,,,,,,,,
GL,50.17,1.64,15.46,,,,9.81,,,7.49,11,,2.95,0.11,0.15,,,,,,,,,,,,,,
GL,50.77,1.66,15.57,,,,9.89,,,7.56,11.07,,2.99,0.1,0.18,,,,,,,,,,,,,,
GL,50.59,1.64,15.81,,,,9.96,,,7.29,11,,2.96,0.12,0.16,,,,,,,,,,,,,,
GL,50.43,1.64,15.55,,,,9.92,,,7.31,11,,2.99,0.12,0.16,,,,,,,,,,,,,,
GL,50.35,1.64,15.87,,,,10.14,,,7.34,10.99,,3.11,0.12,0.16,,,,,,,,,,,,,,
GL,51.01,1.45,15.52,,,,9.47,,,7.61,11.8,,2.62,0.11,0.13,,,,,,,,,,,,,,
GL,51.25,1.44,15.27,,,,9.38,,,7.53,11.98,,2.54,0.12,0.11,,,,,,,,,,,,,,
GL,50.77,1.44,15.13,,,,9.58,,,7.56,11.99,,2.69,0.11,0.14,,,,,,,,,,,,,,
GL,50.98,1.44,15.25,,,,9.48,,,7.71,11.98,,2.65,0.1,0.12,,,,,,,,,,,,,,
GL,50.91,1.46,15.13,,,,9.57,,,7.57,11.98,,2.66,0.1,0.13,,,,,,,,,,,,,,
GL,50.89,1.45,15.43,,,,9.61,,,7.62,11.94,,2.68,0.11,0.14,,,,,,,,,,,,,,
GL,51.41,1.43,15.38,,,,9.56,,,7.66,11.86,,2.67,0.1,0.13,,,,,,,,,,,,,,
GL,50.83,1.43,15.47,,,,9.47,,,7.57,11.88,,2.64,0.09,0.13,,,,,,,,,,,,,,
GL,51.08,1.42,15.26,,,,9.58,,,7.61,11.68,,2.62,0.1,0.13,,,,,,,,,,,,,,
GL,51.24,1.46,15.3,,,,9.41,,,7.65,11.85,,2.64,0.1,0.14,,,,,,,,,,,,,,
GL,51.01,1.45,15.24,,,,9.46,,,7.61,11.88,,2.63,0.09,0.12,,,,,,,,,,,,,,
GL,51.24,1.42,15.31,,,,9.67,,,7.65,11.71,,2.7,0.11,0.12,,,,,,,,,,,,,,
GL,51.4,1.38,15.42,,,,9.59,,,7.63,11.72,,2.76,0.09,0.13,,,,,,,,,,,,,,
GL,51.22,1.37,15.42,,,,9.55,,,7.72,11.69,,2.71,0.11,0.14,,,,,,,,,,,,,,
GL,50.98,1.44,15.04,,,,9.64,,,7.67,11.79,,2.64,0.1,0.11,,,,,,,,,,,,,,
GL,50.85,1.42,15.55,,,,9.61,,,7.64,11.72,,2.68,0.11,0.12,,,,,,,,,,,,,,
GL,50.87,1.39,15.33,,,,9.64,,,7.64,11.75,,2.72,0.11,0.13,,,,,,,,,,,,,,
GL,51.23,1.39,15.3,,,,9.54,,,7.59,11.79,,2.66,0.08,0.12,,,,,,,,,,,,,,
GL,50.81,1.43,15.36,,,,9.55,,,7.51,11.78,,2.76,0.09,0.13,,,,,,,,,,,,,,
GL,51.1,1.43,15.32,,,,9.57,,,7.78,11.83,,2.66,0.1,0.12,,,,,,,,,,,,,,
GL,51.09,1.4,15.24,,,,9.47,,,7.43,11.79,,2.72,0.08,0.14,,,,,,,,,,,,,,
GL,50.54,1.44,15.24,,,,9.56,,,7.52,11.95,,2.66,0.14,0.15,,,,,,,,,,,,,,
GL,50.38,1.43,15.28,,,,9.52,,,7.54,11.87,,2.74,0.13,0.15,,,,,,,,,,,,,,
GL,50.6,1.45,15.26,,,,9.48,,,7.51,11.83,,2.68,0.15,0.15,,,,,,,,,,,,,,
GL,50.63,1.42,15.31,,,,9.35,,,7.5,11.8,,2.61,0.12,0.12,,,,,,,,,,,,,,
GL,50.57,1.39,15.31,,,,9.36,,,7.51,11.74,,2.63,0.13,0.14,,,,,,,,,,,,,,
GL,50.64,1.41,15.12,,,,9.39,,,7.51,11.72,,2.57,0.11,0.11,,,,,,,,,,,,,,
GL,50.84,1.39,15.51,,,,9.44,,,7.66,11.7,,2.69,0.13,0.13,,,,,,,,,,,,,,
GL,50.53,1.32,15.37,,,,9.41,,,7.57,11.81,,2.69,0.13,0.14,,,,,,,,,,,,,,
GL,50.65,1.43,15.39,,,,9.4,,,7.59,11.92,,2.67,0.11,0.15,,,,,,,,,,,,,,
GL,51.01,1.43,15.65,,,,9.46,,,7.66,11.96,,2.72,0.12,0.12,,,,,,,,,,,,,,
GL,51.06,1.4,15.42,,,,9.55,,,7.64,11.91,,2.7,0.14,0.13,,,,,,,,,,,,,,
GL,50.89,1.43,15.31,,,,9.34,,,7.52,11.74,,2.64,0.14,0.14,,,,,,,,,,,,,,
GL,51.01,1.38,15.31,,,,9.41,,,7.62,11.94,,2.77,0.11,0.14,,,,,,,,,,,,,,
GL,50.56,1.4,15.6,,,,9.34,,,7.62,11.92,,2.71,0.12,0.14,,,,,,,,,,,,,,
GL,50.74,1.29,15.59,,,,9.07,,,7.84,12.17,,2.59,0.11,0.12,,,,,,,,,,,,,,
GL,51.02,1.46,15.74,,,,9.54,,,7.76,12.05,,2.67,0.1,0.14,,,,,,,,,,,,,,
GL,50.92,1.29,15.56,,,,9.04,,,7.8,12.17,,2.52,0.1,0.11,,,,,,,,,,,,,,
GL,51.1,1.25,16.02,,,,9.16,,,7.88,12.14,,2.68,0.1,0.13,,,,,,,,,,,,,,
GL,50.95,1.28,15.62,,,,9.11,,,7.84,12.16,,2.63,0.1,0.12,,,,,,,,,,,,,,
GL,50.53,1.28,15.71,,,,9.08,,,7.86,12.23,,2.62,0.12,0.13,,,,,,,,,,,,,,
GL,50.54,1.28,15.94,,,,9.12,,,7.91,12.06,,2.65,0.1,0.12,,,,,,,,,,,,,,
GL,50.86,1.24,15.57,,,,8.96,,,7.83,12.07,,2.58,0.11,0.1,,,,,,,,,,,,,,
GL,50.79,1.24,15.78,,,,9.02,,,7.81,12.07,,2.58,0.1,0.14,,,,,,,,,,,,,,
GL,50.72,1.3,15.26,,,,8.92,,,7.73,12.1,,2.52,0.1,0.12,,,,,,,,,,,,,,
GL,50.88,1.28,15.5,,,,9.01,,,7.79,12.12,,2.51,0.09,0.12,,,,,,,,,,,,,,
GL,50.36,1.29,15.3,,,,8.92,,,7.62,12.12,,2.5,0.09,0.13,,,,,,,,,,,,,,
GL,50.88,1.26,15.53,,,,9.03,,,7.83,12.04,,2.57,0.09,0.14,,,,,,,,,,,,,,
GL,50.94,1.27,15.56,,,,8.99,,,7.74,12.1,,2.56,0.11,0.13,,,,,,,,,,,,,,
GL,50.76,1.26,15.38,,,,8.89,,,7.8,12.07,,2.58,0.08,0.12,,,,,,,,,,,,,,
GL,50.13,1.24,15.78,,,,9.1,,,7.9,11.99,,2.67,0.1,0.12,,,,,,,,,,,,,,
GL,51.18,1.26,15.6,,,,9.08,,,8.06,12.16,,2.64,0.1,0.1,,,,,,,,,,,,,,
GL,50.74,1.2,15.84,,,,8.97,,,8.13,12.17,,2.68,0.12,0.11,,,,,,,,,,,,,,
GL,51.15,1.23,15.84,,,,9.01,,,8.06,12.06,,2.63,0.1,0.12,,,,,,,,,,,,,,
GL,51.39,1.18,15.74,,,,8.99,,,7.83,12.4,,2.47,0.11,0.1,,,,,,,,,,,,,,
GL,51.3,1.17,15.89,,,,8.79,,,8.11,12.12,,2.65,0.1,0.1,,,,,,,,,,,,,,
GL,51.08,1.18,15.82,,,,8.86,,,8.12,12.11,,2.62,0.08,0.12,,,,,,,,,,,,,,
GL,50.74,1.22,15.92,,,,8.81,,,8.05,12.23,,2.6,0.11,0.12,,,,,,,,,,,,,,
GL,50.7,1.22,15.61,,,,8.89,,,7.96,12.16,,2.64,0.11,0.1,,,,,,,,,,,,,,
GL,51.27,1.22,15.84,,,,8.85,,,8.04,12.32,,2.57,0.1,0.12,,,,,,,,,,,,,,
GL,50.17,1.51,16.34,,,,9.23,,,7.81,11.52,,2.81,0.18,0.16,,,,,,,,,,,,,,
GL,50.31,1.51,16.11,,,,9.05,,,7.86,11.27,,2.9,0.18,0.14,,,,,,,,,,,,,,
GL,50.34,1.52,16.05,,,,9.09,,,7.76,11.27,,2.87,0.16,0.15,,,,,,,,,,,,,,
GL,49.81,1.49,15.95,,,,9.1,,,7.86,11.37,,2.87,0.17,0.13,,,,,,,,,,,,,,
GL,49.93,1.48,16.22,,,,9.24,,,7.97,11.43,,2.83,0.17,0.16,,,,,,,,,,,,,,
GL,50.44,1.46,16.37,,,,9.18,,,7.74,11.44,,2.84,0.16,0.15,,,,,,,,,,,,,,
GL,50.44,1.51,16.24,,,,9.11,,,7.78,11.32,,2.86,0.18,0.16,,,,,,,,,,,,,,
GL,50.52,1.51,16.51,,,,9.1,,,7.52,11.41,,2.88,0.17,0.16,,,,,,,,,,,,,,
GL,50.48,1.46,16.36,,,,9.23,,,7.79,11.44,,2.9,0.18,0.18,,,,,,,,,,,,,,
GL,51.2,1.6,15.18,,,,9.6,,,7.18,11.49,,2.64,0.13,0.12,,,,,,,,,,,,,,
GL,49.68,1.18,15.25,,,,8.43,,,7.97,11.01,,2.47,0.06,,,,,,,,,,,,,,,
GL,50.85,1.45,15.01,,,,8.96,,0.24,8.65,11.66,,2.73,0.16,0.08,,,,,,,0.13,,,,,,,
WR,49.9,1.39,15.64,2.31,,7,,,0.16,7.77,11.61,,2.5,0.18,0.2,,0.06,,0.38,1.1,,,,,,,142,,
GL,50.58,1.42,14.95,,,,9.33,,0.16,8.23,11.59,,2.79,0.12,0.13,,,,,,,0.13,,,,,,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,146,46,
GL,50.39,1.34,15.2,,,,9.44,,0.18,8.02,11.74,,2.65,0.12,0.13,,,,,,,,,,,,,,
WR,50.01,1.42,15.4,2.1,,7.4,9.29,,0.17,7.93,10.82,,2.71,0.28,0.12,,,,,1.02,,,,,,,140,,0.11
GL,50.6,1.35,15.6,,,,9.1,,0.18,8.45,11.43,,2.7,0.1,,,,,,,,,,,,,,,
WR,49.74,1.49,15.38,2.24,,7.17,,,0.17,7.67,11.36,,2.61,0.16,0.15,,,,0.44,1.03,,,,,,,,,
WR,48.03,1.47,15.6,2.52,,6.15,9.32,,0.19,8.03,11.58,,2.7,0.22,0.12,,,,,1.53,,,,,,,,,0.07
GL,51.3,1.43,15.6,,,,9.18,,0.17,8.57,11.4,,2.77,0.1,,,,,,,,,,,,,,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,128,45,
GL,51.2,1.4,15.5,,,,9.27,,0.15,8.48,11.4,,2.76,0.1,,,,,,,,,,,,,,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,141,41,
WR,49.85,1.4,15.57,2.83,,6.7,,,0.16,7.91,11.6,,2.6,0.26,0.2,,0.2,,0.64,0.9,,,,,,,145,,
WR,49.46,1.42,15.22,,10.37,,,,0.17,8.08,12,,,0.28,0.15,,,,0.7,0.38,,,,,,,,,
WR,49.22,1.49,15.32,3.11,,5.4,,,0.15,7.38,11.9,,2.68,0.24,0.15,,,,1.36,1.45,,,,,,,,,
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,142,41,
WR,50.22,1.41,15.5,4.54,,4.67,8.76,,0.18,6.14,11.5,,2.75,0.25,0.12,,,,,2.52,,,,,,,,,0.02
GL,50.44,1.44,15.15,,,,9.18,,0.17,8.33,11.45,,2.6,0.1,0.09,,,,,,,0.1,,,,,,,
GL,50.24,1.38,15.17,,,,9.42,,0.18,8.06,11.62,,2.7,0.12,0.14,,,,,,,,,,,,,,
WR,49.52,1.4,15.53,3.3,,6.26,9.23,,0.21,7.98,11.3,,2.7,0.16,0.1,,,,,1.95,,,,,,,,,0.11
GL,49.32,1.4,15.37,1.75,,7.61,9.18,,0.16,7.92,11.26,,2.73,0.16,0.1,,,,,1.4,,,,,,,,,0.09
WR,49.47,1.39,15.86,3.35,,6.2,,,0.17,7.59,11.81,,2.5,0.23,0.21,,0.39,,0.71,1.54,,,,,,,147,42,
WR,48.81,1.42,15.62,3.81,,5.9,9.33,,0.2,7.42,11.64,,2.67,0.17,0.11,,,,,1.63,,,,,,,,,0.07
WR,48.91,1.41,15.49,3.81,,5.3,,,0.16,7.86,11.1,,2.59,0.23,0.16,,,,1.47,1.39,,,,,,,,,
WR,49.95,1.42,15.77,2.85,,6.76,9.2,,0.17,8.1,12.03,,2.41,0.22,0.14,,0.29,,0.6,0.63,,,,,,,150,,0.06
WR,,,,,,,,,,,,,,,,,,,,,,,,,,,134,41,
WR,49.93,1.37,15.36,3.34,,5.6,,,0.15,8.05,11.6,,2.7,0.27,0.17,,0.73,,1.25,0.84,,,,,,,151,,
WR,49.9,1.43,15.72,,10.01,,,,0.17,7.77,12.24,,,0.24,0.13,,,,0.29,0.59,,,,,,,,,
WR,48.98,1.5,15.47,3.11,,6.54,,,0.17,7.71,11.76,,2.41,0.24,0.15,,,,0.65,1.25,,,,,,,,,
